source,osm_id,name,address,postcode,lat,lng,parking_type,access,fee,capacity,opening_hours,operator,surface,lit,covered,disabled_bays,ev_charging,max_stay,supervised,osm_tags_raw,price_manual,notes
osm,way/1239677809,"Car Park (53.5899, -2.9054)",,,53.5898696,-2.9053723,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677805,"Car Park (53.5899, -2.9055)",,,53.5898679,-2.9055184,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677806,"Car Park (53.5899, -2.9055)",,,53.5898684,-2.9054819,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677798,"Car Park (53.5900, -2.9053)",,,53.5899686,-2.9052669,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677799,"Car Park (53.5900, -2.9053)",,,53.5899682,-2.9053033,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677800,"Car Park (53.5900, -2.9053)",,,53.5899678,-2.9053396,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677801,"Car Park (53.5900, -2.9054)",,,53.5899673,-2.905376,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677802,"Car Park (53.5900, -2.9054)",,,53.5899669,-2.9054124,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677803,"Car Park (53.5900, -2.9054)",,,53.5899665,-2.9054488,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1239677804,"Car Park (53.5900, -2.9055)",,,53.5899661,-2.9054852,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/369118258,"Car Park (53.5918, -3.0419)",,,53.5918087,-3.0419364,surface,public,,,,,,,,,,,,"{""amenity"": ""parking"", ""parking"": ""surface""}",,
osm,way/369118566,"Car Park (53.5920, -3.0458)",,,53.592005,-3.0457629,surface,customers,Free,,,,,,,,,,no,"{""access"": ""customers"", ""amenity"": ""parking"", ""fee"": ""no"", ""park_ride"": ""no"", ""parking"": ""surface"", ""supervised"": ""no""}",,
osm,way/369106053,"Car Park (53.5929, -3.0365)",,,53.5929133,-3.0365112,surface,customers,Free,,,,,,,,,,no,"{""access"": ""customers"", ""amenity"": ""parking"", ""fee"": ""no"", ""park_ride"": ""no"", ""parking"": ""surface"", ""supervised"": ""no""}",,
osm,way/369116463,"Car Park (53.5940, -3.0375)",,,53.5940192,-3.0374735,surface,public,,,,,,,,,,,,"{""amenity"": ""parking"", ""parking"": ""surface""}",,
osm,way/369118250,"Car Park (53.5964, -3.0406)",,,53.5964161,-3.0406234,surface,customers,,,,,,,,,,,,"{""access"": ""customers"", ""amenity"": ""parking"", ""parking"": ""surface""}",,
osm,way/1241145715,"Car Park (53.5980, -2.9262)",,,53.5980475,-2.9262168,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145716,"Car Park (53.5980, -2.9262)",,,53.5980287,-2.9262401,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145717,"Car Park (53.5980, -2.9263)",,,53.59801,-2.9262636,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145718,"Car Park (53.5980, -2.9263)",,,53.5979912,-2.9262871,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145734,"Car Park (53.5980, -2.9264)",,,53.5980372,-2.9263993,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145710,"Car Park (53.5981, -2.9261)",,,53.5981412,-2.9260997,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145711,"Car Park (53.5981, -2.9261)",,,53.5981225,-2.9261232,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145712,"Car Park (53.5981, -2.9261)",,,53.5981037,-2.9261465,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145713,"Car Park (53.5981, -2.9262)",,,53.598085,-2.92617,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145714,"Car Park (53.5981, -2.9262)",,,53.5980663,-2.9261934,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145728,"Car Park (53.5981, -2.9263)",,,53.598137,-2.926276,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145729,"Car Park (53.5981, -2.9263)",,,53.598117,-2.9263006,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145730,"Car Park (53.5981, -2.9263)",,,53.598097,-2.9263253,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145731,"Car Park (53.5981, -2.9263)",,,53.5980772,-2.92635,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145720,"Car Park (53.5981, -2.9264)",,,53.5980814,-2.9264301,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145721,"Car Park (53.5981, -2.9264)",,,53.5981012,-2.9264054,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145722,"Car Park (53.5981, -2.9264)",,,53.5981212,-2.9263807,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145723,"Car Park (53.5981, -2.9264)",,,53.5981411,-2.926356,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145732,"Car Park (53.5981, -2.9264)",,,53.5980572,-2.9263747,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145719,"Car Park (53.5981, -2.9265)",,,53.5980614,-2.9264547,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145707,"Car Park (53.5981, -2.9266)",,,53.5981295,-2.9266421,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145706,"Car Park (53.5981, -2.9267)",,,53.5981426,-2.9266716,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145708,"Car Park (53.5982, -2.9261)",,,53.5981788,-2.9260529,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145709,"Car Park (53.5982, -2.9261)",,,53.59816,-2.9260763,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145726,"Car Park (53.5982, -2.9262)",,,53.5981769,-2.9262267,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145724,"Car Park (53.5982, -2.9263)",,,53.5981611,-2.9263315,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145725,"Car Park (53.5982, -2.9263)",,,53.5981811,-2.9263068,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145727,"Car Park (53.5982, -2.9263)",,,53.5981569,-2.9262514,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145733,"Car Park (53.5982, -2.9263)",,,53.5982009,-2.9262821,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145735,"Car Park (53.5982, -2.9265)",,,53.5981808,-2.9265007,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145736,"Car Park (53.5982, -2.9265)",,,53.5981936,-2.9265313,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145745,"Car Park (53.5982, -2.9265)",,,53.598215,-2.92646,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145746,"Car Park (53.5982, -2.9265)",,,53.5982278,-2.9264906,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145747,"Car Park (53.5982, -2.9265)",,,53.5982406,-2.9265212,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145737,"Car Park (53.5982, -2.9266)",,,53.5982064,-2.9265619,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145738,"Car Park (53.5982, -2.9266)",,,53.5982193,-2.9265925,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145739,"Car Park (53.5982, -2.9266)",,,53.5982321,-2.926623,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145704,"Car Park (53.5982, -2.9267)",,,53.598169,-2.9267305,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145705,"Car Park (53.5982, -2.9267)",,,53.5981558,-2.926701,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145740,"Car Park (53.5982, -2.9267)",,,53.5982449,-2.9266536,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145700,"Car Park (53.5982, -2.9268)",,,53.5982214,-2.9268484,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145701,"Car Park (53.5982, -2.9268)",,,53.5982084,-2.9268189,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145702,"Car Park (53.5982, -2.9268)",,,53.5981953,-2.9267895,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145703,"Car Park (53.5982, -2.9268)",,,53.5981821,-2.92676,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145698,"Car Park (53.5982, -2.9269)",,,53.5982477,-2.9269073,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145699,"Car Park (53.5982, -2.9269)",,,53.5982347,-2.9268779,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145696,"Car Park (53.5983, -2.9266)",,,53.5983212,-2.9265767,surface,public,,,,,,,,,,,,"{""amenity"": ""parking"", ""parking"": ""surface""}",,
osm,way/1241145748,"Car Park (53.5983, -2.9266)",,,53.5982535,-2.9265517,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145749,"Car Park (53.5983, -2.9266)",,,53.5982663,-2.9265823,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145750,"Car Park (53.5983, -2.9266)",,,53.5982791,-2.9266129,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145751,"Car Park (53.5983, -2.9266)",,,53.598292,-2.9266435,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145741,"Car Park (53.5983, -2.9267)",,,53.5982578,-2.9266841,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145742,"Car Park (53.5983, -2.9267)",,,53.5982706,-2.9267147,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145743,"Car Park (53.5983, -2.9267)",,,53.5982834,-2.9267454,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145752,"Car Park (53.5983, -2.9267)",,,53.5983048,-2.926674,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145753,"Car Park (53.5983, -2.9267)",,,53.5983176,-2.9267046,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145754,"Car Park (53.5983, -2.9267)",,,53.5983305,-2.9267351,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145744,"Car Park (53.5983, -2.9268)",,,53.5982963,-2.9267759,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145755,"Car Park (53.5983, -2.9268)",,,53.5983091,-2.9268064,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145756,"Car Park (53.5983, -2.9268)",,,53.5983433,-2.9267657,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145697,"Car Park (53.5983, -2.9269)",,,53.5982609,-2.9269368,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145680,"Car Park (53.5983, -2.9276)",,,53.598328,-2.9275907,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145681,"Car Park (53.5983, -2.9276)",,,53.5983435,-2.9275651,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145685,"Car Park (53.5983, -2.9277)",,,53.5983463,-2.9277456,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145686,"Car Park (53.5983, -2.9277)",,,53.5983301,-2.9277214,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145687,"Car Park (53.5983, -2.9277)",,,53.5983139,-2.9276971,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359866,"Car Park (53.5984, -2.9114)",,,53.5984474,-2.9114467,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359864,"Car Park (53.5984, -2.9115)",,,53.5984313,-2.9115168,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359865,"Car Park (53.5984, -2.9115)",,,53.5984393,-2.9114818,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359863,"Car Park (53.5984, -2.9116)",,,53.5984232,-2.911552,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359883,"Car Park (53.5984, -2.9116)",,,53.5984143,-2.9115915,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""disabled""}",,
osm,way/1245359885,"Car Park (53.5984, -2.9116)",,,53.5984044,-2.9116348,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""disabled""}",,
osm,way/1241145682,"Car Park (53.5984, -2.9275)",,,53.598359,-2.9275396,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145683,"Car Park (53.5984, -2.9278)",,,53.5983787,-2.9277942,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1241145684,"Car Park (53.5984, -2.9278)",,,53.5983625,-2.9277699,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359878,"Car Park (53.5985, -2.9110)",,,53.5985436,-2.9110254,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359875,"Car Park (53.5985, -2.9111)",,,53.5985195,-2.9111307,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359876,"Car Park (53.5985, -2.9111)",,,53.5985276,-2.9110955,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359877,"Car Park (53.5985, -2.9111)",,,53.5985357,-2.9110604,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359872,"Car Park (53.5985, -2.9112)",,,53.5984955,-2.911236,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359873,"Car Park (53.5985, -2.9112)",,,53.5985035,-2.9112009,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359874,"Car Park (53.5985, -2.9112)",,,53.5985115,-2.9111657,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359869,"Car Park (53.5985, -2.9113)",,,53.5984714,-2.9113413,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359870,"Car Park (53.5985, -2.9113)",,,53.5984794,-2.9113062,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359871,"Car Park (53.5985, -2.9113)",,,53.5984875,-2.9112711,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359867,"Car Park (53.5985, -2.9114)",,,53.5984554,-2.9114115,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359868,"Car Park (53.5985, -2.9114)",,,53.5984634,-2.9113765,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359906,"Car Park (53.5985, -2.9115)",,,53.5985263,-2.911544,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359907,"Car Park (53.5985, -2.9115)",,,53.5985344,-2.9115088,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359908,"Car Park (53.5985, -2.9115)",,,53.5985425,-2.9114734,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359886,"Car Park (53.5985, -2.9116)",,,53.5985407,-2.9116346,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359887,"Car Park (53.5985, -2.9116)",,,53.5985488,-2.9115993,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359904,"Car Park (53.5985, -2.9116)",,,53.5985102,-2.9116146,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359905,"Car Park (53.5985, -2.9116)",,,53.5985182,-2.9115794,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359923,"Car Park (53.5985, -2.9117)",,,53.5985216,-2.9117179,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""disabled""}",,
osm,way/1245359924,"Car Park (53.5985, -2.9117)",,,53.598491,-2.9116981,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""disabled""}",,
osm,way/1245359925,"Car Park (53.5985, -2.9117)",,,53.5985317,-2.9116741,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""disabled""}",,
osm,way/1245359927,"Car Park (53.5985, -2.9117)",,,53.5985011,-2.9116542,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""disabled""}",,
osm,way/1245359884,"Car Park (53.5986, -2.9108)",,,53.5985838,-2.9108498,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359881,"Car Park (53.5986, -2.9109)",,,53.5985677,-2.91092,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359882,"Car Park (53.5986, -2.9109)",,,53.5985758,-2.9108849,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359879,"Car Park (53.5986, -2.9110)",,,53.5985517,-2.9109903,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359880,"Car Park (53.5986, -2.9110)",,,53.5985597,-2.9109551,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
osm,way/1245359920,"Car Park (53.5986, -2.9110)",,,53.5986396,-2.9110499,surface,public,,1,,,,,,,,,,"{""amenity"": ""parking_space"", ""capacity"": ""1"", ""parking"": ""surface"", ""parking_space"": ""normal""}",,
